research_id,relation_direction,binding_kind,content_type,content_id,resolution_status,field_path,source_path,relation_source
research:survival:support,content-requires-research,references,FacilityBlueprintSO,facility-blueprint:6103,resolved-content,targetResearchProjectId,Assets/Resources/SO/Blueprint/P1/BP_SupportBasics.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:dreamweave,research-to-content,unlocks-building,BuildingSO,building:1092,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/textile_dreamweave.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:dreamweave,content-requires-research,requires,CraftMaterialDefinitionSO,material:dreamweave,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Materials/material_dreamweave.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:dreamweave,content-requires-research,requires,ProductionRecipeSO,recipe:component:dreamweave-rune-lining,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R46_몽직물_룬_안감.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:dreamweave,content-requires-research,requires,ProductionRecipeSO,recipe:dreamweave,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_dreamweave.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ApparelDefinitionSO,apparel:23001,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Definitions/apparel_lower_underwear.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ApparelDefinitionSO,apparel:23002,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Definitions/apparel_loincloth_underwear.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ApparelDefinitionSO,apparel:23003,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Definitions/apparel_undershirt.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ApparelDefinitionSO,apparel:23004,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Definitions/apparel_chest_wrap.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ApparelDefinitionSO,apparel:23005,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Definitions/apparel_long_underpants.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ApparelDefinitionSO,apparel:23006,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Definitions/apparel_socks.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ApparelDefinitionSO,apparel:23007,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Definitions/apparel_footwraps.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-building,BuildingSO,building:1083,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-building,BuildingSO,building:1623,resolved-content,references.RefIds.1.data.buildingId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-building,BuildingSO,building:9303,resolved-content,references.RefIds.2.data.buildingId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-building,BuildingSO,building:9304,resolved-content,references.RefIds.3.data.buildingId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-building,BuildingSO,building:9309,resolved-content,references.RefIds.4.data.buildingId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-building,BuildingSO,building:9310,resolved-content,references.RefIds.5.data.buildingId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-building,BuildingSO,building:9311,resolved-content,references.RefIds.6.data.buildingId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,CraftMaterialDefinitionSO,material:cloth,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Materials/material_cloth.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,CropDefinitionSO,crop:ember-cotton,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Crops/V22Textiles/crop_ember-cotton.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,CropDefinitionSO,crop:frost-flax,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Crops/V22Textiles/crop_frost-flax.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,CropDefinitionSO,crop:mire-reed,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Crops/V22Textiles/crop_mire-reed.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,CropDefinitionSO,crop:shade-fiber,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Crops/crop_shade_fiber.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,CropDefinitionSO,crop:spore-hemp,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Crops/V22Textiles/crop_spore-hemp.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:bowstring-fiber,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_bowstring_fiber.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:cloth,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_cloth.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:material:rope,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R08_밧줄.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:v22:apparel:chest-wrap,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_chest_wrap.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:apparel:chest-wrap,resolved-content,references.RefIds.7.data.recipeId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:v22:apparel:footwraps,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_footwraps.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:apparel:footwraps,resolved-content,references.RefIds.8.data.recipeId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:v22:apparel:loincloth-underwear,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_loincloth_underwear.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:apparel:loincloth-underwear,resolved-content,references.RefIds.9.data.recipeId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:v22:apparel:long-underpants,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_long_underpants.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:apparel:long-underpants,resolved-content,references.RefIds.10.data.recipeId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:v22:apparel:lower-underwear,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_lower_underwear.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:apparel:lower-underwear,resolved-content,references.RefIds.11.data.recipeId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:v22:apparel:socks,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_socks.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:apparel:socks,resolved-content,references.RefIds.12.data.recipeId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:v22:apparel:undershirt,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_undershirt.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:apparel:undershirt,resolved-content,references.RefIds.13.data.recipeId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:v22:sewing-thread,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_sewing_thread.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:sewing-thread,resolved-content,references.RefIds.22.data.recipeId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:v22:spin:common-wool,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_spin_common_wool.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:spin:common-wool,resolved-content,references.RefIds.14.data.recipeId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:v22:spin:ember-cotton,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_spin_ember_cotton.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:spin:ember-cotton,resolved-content,references.RefIds.15.data.recipeId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:v22:spin:frost-linen,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_spin_frost_linen.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:spin:frost-linen,resolved-content,references.RefIds.16.data.recipeId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:v22:spin:shade-cloth,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_spin_shade_cloth.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:spin:shade-cloth,resolved-content,references.RefIds.17.data.recipeId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:v22:weave:common-wool,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_weave_common_wool.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:weave:common-wool,resolved-content,references.RefIds.18.data.recipeId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:v22:weave:ember-cotton,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_weave_ember_cotton.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:weave:ember-cotton,resolved-content,references.RefIds.19.data.recipeId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:v22:weave:frost-linen,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_weave_frost_linen.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:weave:frost-linen,resolved-content,references.RefIds.20.data.recipeId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:v22:weave:shade-cloth,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_weave_shade_cloth.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:weave:shade-cloth,resolved-content,references.RefIds.21.data.recipeId,Assets/Resources/SO/Research/Projects/textile_fiber.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,ProductionRecipeSO,recipe:wool-cloth,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_wool_cloth.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,TextileMaterialDefinitionSO,textilematerial:23101,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Materials/textile_shade_cloth.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,TextileMaterialDefinitionSO,textilematerial:23102,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Materials/textile_frost_linen.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,TextileMaterialDefinitionSO,textilematerial:23103,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Materials/textile_ember_cotton.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:fiber,content-requires-research,requires,TextileMaterialDefinitionSO,textilematerial:23106,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Materials/textile_common_wool.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ApparelDefinitionSO,apparel:23010,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Definitions/apparel_golem_functional_lining.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ApparelDefinitionSO,apparel:23022,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Definitions/apparel_raincoat.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ApparelDefinitionSO,apparel:23027,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Definitions/apparel_heat_work_suit.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ApparelDefinitionSO,apparel:23028,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Definitions/apparel_waterproof_work_suit.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ApparelDefinitionSO,apparel:23029,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Definitions/apparel_spore_protection_hood.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ApparelDefinitionSO,apparel:23030,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Definitions/apparel_smoke_protection_hood.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ApparelDefinitionSO,apparel:23033,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Definitions/apparel_miner_workwear.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ApparelDefinitionSO,apparel:23034,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Definitions/apparel_smith_apron.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ApparelDefinitionSO,apparel:23053,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Definitions/apparel_tail_guard.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,research-to-content,unlocks-building,BuildingSO,building:9312,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/textile_layered.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ProductionRecipeSO,recipe:component:textile-hardener,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R52_직물_경화제.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ProductionRecipeSO,recipe:textile:quilted-liner,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R14_층상_충전재.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ProductionRecipeSO,recipe:v22:apparel:golem-functional-lining,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_golem_functional_lining.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:apparel:golem-functional-lining,resolved-content,references.RefIds.1.data.recipeId,Assets/Resources/SO/Research/Projects/textile_layered.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ProductionRecipeSO,recipe:v22:apparel:heat-work-suit,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_heat_work_suit.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:apparel:heat-work-suit,resolved-content,references.RefIds.2.data.recipeId,Assets/Resources/SO/Research/Projects/textile_layered.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ProductionRecipeSO,recipe:v22:apparel:miner-workwear,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_miner_workwear.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:apparel:miner-workwear,resolved-content,references.RefIds.3.data.recipeId,Assets/Resources/SO/Research/Projects/textile_layered.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ProductionRecipeSO,recipe:v22:apparel:raincoat,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_raincoat.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:apparel:raincoat,resolved-content,references.RefIds.4.data.recipeId,Assets/Resources/SO/Research/Projects/textile_layered.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ProductionRecipeSO,recipe:v22:apparel:smith-apron,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_smith_apron.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:apparel:smith-apron,resolved-content,references.RefIds.5.data.recipeId,Assets/Resources/SO/Research/Projects/textile_layered.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ProductionRecipeSO,recipe:v22:apparel:smoke-protection-hood,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_smoke_protection_hood.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:apparel:smoke-protection-hood,resolved-content,references.RefIds.6.data.recipeId,Assets/Resources/SO/Research/Projects/textile_layered.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ProductionRecipeSO,recipe:v22:apparel:spore-protection-hood,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_spore_protection_hood.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:apparel:spore-protection-hood,resolved-content,references.RefIds.7.data.recipeId,Assets/Resources/SO/Research/Projects/textile_layered.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ProductionRecipeSO,recipe:v22:apparel:tail-guard,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_tail_guard.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:apparel:tail-guard,resolved-content,references.RefIds.8.data.recipeId,Assets/Resources/SO/Research/Projects/textile_layered.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ProductionRecipeSO,recipe:v22:apparel:waterproof-work-suit,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_waterproof_work_suit.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:apparel:waterproof-work-suit,resolved-content,references.RefIds.9.data.recipeId,Assets/Resources/SO/Research/Projects/textile_layered.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ProductionRecipeSO,recipe:v22:spin:deep-goat-wool,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_spin_deep_goat_wool.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:spin:deep-goat-wool,resolved-content,references.RefIds.10.data.recipeId,Assets/Resources/SO/Research/Projects/textile_layered.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ProductionRecipeSO,recipe:v22:spin:frost-wool,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_spin_frost_wool.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:spin:frost-wool,resolved-content,references.RefIds.11.data.recipeId,Assets/Resources/SO/Research/Projects/textile_layered.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ProductionRecipeSO,recipe:v22:spin:mire-canvas,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_spin_mire_canvas.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:spin:mire-canvas,resolved-content,references.RefIds.12.data.recipeId,Assets/Resources/SO/Research/Projects/textile_layered.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ProductionRecipeSO,recipe:v22:spin:spore-hemp,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_spin_spore_hemp.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:spin:spore-hemp,resolved-content,references.RefIds.13.data.recipeId,Assets/Resources/SO/Research/Projects/textile_layered.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ProductionRecipeSO,recipe:v22:weave:deep-goat-wool,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_weave_deep_goat_wool.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:weave:deep-goat-wool,resolved-content,references.RefIds.14.data.recipeId,Assets/Resources/SO/Research/Projects/textile_layered.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ProductionRecipeSO,recipe:v22:weave:frost-wool,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_weave_frost_wool.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:weave:frost-wool,resolved-content,references.RefIds.15.data.recipeId,Assets/Resources/SO/Research/Projects/textile_layered.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ProductionRecipeSO,recipe:v22:weave:mire-canvas,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_weave_mire_canvas.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:weave:mire-canvas,resolved-content,references.RefIds.16.data.recipeId,Assets/Resources/SO/Research/Projects/textile_layered.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,ProductionRecipeSO,recipe:v22:weave:spore-hemp,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_weave_spore_hemp.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,research-to-content,unlocks-recipe,ProductionRecipeSO,recipe:v22:weave:spore-hemp,resolved-content,references.RefIds.17.data.recipeId,Assets/Resources/SO/Research/Projects/textile_layered.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,TextileMaterialDefinitionSO,textilematerial:23104,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Materials/textile_mire_canvas.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,TextileMaterialDefinitionSO,textilematerial:23105,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Materials/textile_spore_hemp.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:textile:layered,content-requires-research,requires,TextileMaterialDefinitionSO,textilematerial:23107,resolved-content,requiredResearchId,Assets/Resources/SO/Apparel/Materials/textile_frost_wool.asset,docs_final/content-db/incoming/research-effects/research-project.csv
