"recipe_id","flow_role","solid_inputs","outputs","direct_wu","processing_hours","clean_water_kg","wastewater_kg","expected_output_units","output_mass_g","output_market_gold","transform_residual_g","final_value_source","throughput_formula","price_formula","static_status"
"recipe:v22:apparel:trousers","Transform","material:cloth×2 | material:sewing-thread×3","apparel:trousers×1@1","12","0","0","0","1","500","19","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:tunic","Transform","material:cloth×2 | material:sewing-thread×2","apparel:tunic×1@1","12","0","0","0","1","450","19","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:undershirt","Transform","material:cloth×2","apparel:undershirt×1@1","12","0","0","0","1","200","19","200","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:vest","Transform","material:cloth×2","apparel:vest×1@1","12","0","0","0","1","400","19","0","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:waterproof-work-suit","Transform","material:cloth×6 | material:sewing-thread×4","apparel:waterproof-work-suit×1@1","12","0","0","0","1","1380","25","20","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:weapon-vigil-cloak","Transform","material:cloth×4 | material:sewing-thread×1","apparel:weapon-vigil-cloak×1@1","12","0","0","0","1","800","25","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:wing-cloak","Transform","material:cloth×3 | material:sewing-thread×1","apparel:wing-cloak×1@1","12","0","0","0","1","600","19","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:wing-harness","Transform","material:cloth×2 | material:sewing-thread×3","apparel:wing-harness×1@1","12","0","0","0","1","500","19","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:work-shirt","Transform","material:cloth×2 | material:sewing-thread×2","apparel:work-shirt×1@1","12","0","0","0","1","480","19","20","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:mending-scrap","Transform","material:cloth×1","material:mending-scrap×2@1","16","0","0","0","2","100","14","100","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:sewing-kit","Transform","component:machine-parts×1","tool:sewing-kit×1@1","12","0","0","0","1","2000","99","100","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:sewing-thread","Transform","yarn:shade-cloth×4","material:sewing-thread×6@1","32","0","0","0","6","300","30","20","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin-powered:cave-silk","Transform","fiber:cave-silk×3","yarn:cave-silk×2@1","16","0","0","0","2","160","28","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin-powered:common-wool","Transform","resource:wool×3","yarn:common-wool×2@1","16","0","0","0","2","160","12","890","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin-powered:deep-goat-wool","Transform","fiber:deep-goat-wool×3","yarn:deep-goat-wool×2@1","16","0","0","0","2","160","28","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin-powered:dreamweave","Transform","resource:dreamleaf×3","yarn:dreamweave×2@1","16","0","0","0","2","160","18","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin-powered:ember-cotton","Transform","fiber:ember-cotton×3","yarn:ember-cotton×2@1","16","0","0","0","2","160","16","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin-powered:frost-linen","Transform","fiber:frost-flax×3","yarn:frost-linen×2@1","16","0","0","0","2","160","16","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin-powered:frost-wool","Transform","fiber:frost-wool×3","yarn:frost-wool×2@1","16","0","0","0","2","160","28","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin-powered:mire-canvas","Transform","fiber:mire-reed×3","yarn:mire-canvas×2@1","16","0","0","0","2","160","16","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin-powered:shade-cloth","Transform","resource:shade-fiber×3","yarn:shade-cloth×2@1","16","0","0","0","2","160","14","200","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin-powered:spore-hemp","Transform","fiber:spore-hemp×3","yarn:spore-hemp×2@1","16","0","0","0","2","160","18","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin:cave-silk","Transform","fiber:cave-silk×3","yarn:cave-silk×2@1","16","0","0","0","2","160","28","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin:common-wool","Transform","resource:wool×3","yarn:common-wool×2@1","16","0","0","0","2","160","12","890","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin:deep-goat-wool","Transform","fiber:deep-goat-wool×3","yarn:deep-goat-wool×2@1","16","0","0","0","2","160","28","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin:dreamweave","Transform","resource:dreamleaf×3","yarn:dreamweave×2@1","16","0","0","0","2","160","18","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin:ember-cotton","Transform","fiber:ember-cotton×3","yarn:ember-cotton×2@1","16","0","0","0","2","160","16","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin:frost-linen","Transform","fiber:frost-flax×3","yarn:frost-linen×2@1","16","0","0","0","2","160","16","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin:frost-wool","Transform","fiber:frost-wool×3","yarn:frost-wool×2@1","16","0","0","0","2","160","28","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin:mire-canvas","Transform","fiber:mire-reed×3","yarn:mire-canvas×2@1","16","0","0","0","2","160","16","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin:shade-cloth","Transform","resource:shade-fiber×3","yarn:shade-cloth×2@1","16","0","0","0","2","160","14","200","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:spin:spore-hemp","Transform","fiber:spore-hemp×3","yarn:spore-hemp×2@1","16","0","0","0","2","160","18","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:weave:cave-silk","Transform","yarn:cave-silk×3","material:cave-silk×2@1","16","0","0","0","2","220","50","20","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:weave:common-wool","Transform","yarn:common-wool×7","material:common-wool×2@1","16","0","0","0","2","480","26","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:weave:deep-goat-wool","Transform","yarn:deep-goat-wool×7","material:deep-goat-wool×2@1","16","0","0","0","2","520","50","40","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:weave:dreamweave","Transform","yarn:dreamweave×3","material:dreamweave×2@1","16","0","0","0","2","240","34","0","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:weave:ember-cotton","Transform","yarn:ember-cotton×5","material:ember-cotton×2@1","16","0","0","0","2","352","32","48","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:weave:frost-linen","Transform","yarn:frost-linen×5","material:frost-linen×2@1","16","0","0","0","2","328","32","72","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:weave:frost-wool","Transform","yarn:frost-wool×7","material:frost-wool×2@1","16","0","0","0","2","512","50","48","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:weave:mire-canvas","Transform","yarn:mire-canvas×7","material:mire-canvas×2@1","16","0","0","0","2","540","34","20","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:weave:shade-cloth","Transform","yarn:shade-cloth×6","material:cloth×2@1","16","0","0","0","2","400","12","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:weave:spore-hemp","Transform","yarn:spore-hemp×6","material:spore-hemp×2@1","16","0","0","0","2","420","34","60","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:vegetable-pie","Transform","material:dough×1 | material:washed-vegetable×1","food:vegetable-pie×2@1","24","0","0","0","2","950","34","0","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:vitality-tonic","Transform","resource:ember-root×1 | resource:bloodleaf×1 | material:syrup×1","drug:vitality-tonic×2@1","50","0","0","0","2","850","36","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:washed-vegetable","Transform","resource:ember-root×2","material:washed-vegetable×2@1","28","0","0.25","0.25","2","900","18","0","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:wool-cloth","Transform","resource:wool×3","material:cloth×2@1","16","0","0","0","2","400","12","650","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:young-wine","Transform","material:grape-juice×2","material:young-wine×2@1","35","18","0","0","2","700","38","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"source:animal-blood","Source","none","resource:blood×2@1","6","0","0","0","2","1000","4","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
"source:animal-bone","Source","none","resource:bone×2@1","6","0","0","0","2","800","4","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
"source:animal-egg","Source","none","resource:egg×3@1","8","0","0","0","3","750","6","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
"source:animal-fang","Source","none","resource:fang×1@1","4","0","0","0","1","150","3","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
"source:animal-fat","Source","none","resource:fat×2@1","6","0","0","0","2","900","4","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
"source:animal-feather","Source","none","resource:feather×4@1","10","0","0","0","4","200","8","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
"source:animal-hide","Source","none","resource:hide×2@1","6","0","0","0","2","1800","4","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
"source:animal-horn","Source","none","resource:horn×1@1","4","0","0","0","1","450","3","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
"source:animal-manure","Source","none","resource:manure×2@1","6","0","0","0","2","1000","4","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
"source:animal-meat","Source","none","resource:meat×4@1","10","0","0","0","4","2800","8","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
"source:animal-milk","Source","none","resource:milk×3@1","8","0","0","0","3","2400","6","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
"source:animal-wool","Source","none","resource:wool×3@1","8","0","0","0","3","1050","6","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
"source:grass","Source","none","resource:grass-straw×4@1","10","0","0","0","4","320","8","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
"source:logging","Source","none","resource:log×5@1 | resource:dark-resin×1@0.18","18","0","0","0","5.18","9036","11.44","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
"source:quarry","Source","none","resource:stone×4@1 | resource:coal×1@0.2 | resource:iron-ore×1@0.16 | resource:gold-ore×1@0.03 | resource:mana-crystal×1@0.01","32","0","0","0","4.4","6794.5","15.02","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
"source:saltstone","Source","none","resource:stone×3@1 | resource:saltstone×1@0.25","12","0","0","0","3.25","4925","7.75","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
"source:spoilage-animal","Source","none","waste:animal-rot×1@1","4","0","0","0","1","700","3","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
"source:spoilage-forbidden","Source","none","waste:forbidden-rot×1@1","4","0","0","0","1","700","3","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
"source:spoilage-mixed","Source","none","waste:mixed-rot×1@1","4","0","0","0","1","650","3","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
"source:spoilage-plant","Source","none","waste:plant-rot×1@1","4","0","0","0","1","600","3","n/a","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","external-source-contract"
