schemaVersion,stableId,definitionKind,unitSemantic,authoringFamily,beforeUnitGrams,proposedUnitGrams,massFormula,producerIds,consumerIds,recipeInputAndOutputGrams,packageTareDisposition,maxStackMass,warehouseAndBufferImpact,ordinaryHaulBatch,ewuAndPriceImpact,sourceDigest,proposalReason,reviewDisposition
v27.mass.family-proposal.3,resource:milk,ItemDefinitionSO,AnimalProductPortion:0.8 L milk measure,AnimalProductPortion/WorldSource,800,800,world-source(mass:source:animal-milk:v1),source:animal-milk,recipe:advanced-medicine|recipe:curd|recipe:egg-pancake,recipe:advanced-medicine:input:3:qty=1:before=800g:proposed=800g|recipe:curd:input:0:qty=3:before=2400g:proposed=2400g|recipe:egg-pancake:input:2:qty=1:before=800g:proposed=800g|source:animal-milk:output:output:source:animal-milk/000/main/resource:milk:role=Main:qty=3:probability=1:before=2400g:proposed=2400g,BulkInfrastructureNotInUnit:0g:none,units=50;before=40000g;proposed=40000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=2-7;grams=1600-5600g,OPEN:not-captured;authoredUnitPrice=2;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:source:animal-milk:v1; unit=0.8 L milk measure; haul=MicroUrgent; tareGrams=0; tareDisposition=BulkInfrastructureNotInUnit,no-change
v27.mass.family-proposal.3,resource:moonflower,ItemDefinitionSO,ProduceBundle:1 medicinal-herb bundle,ProduceBundle/WorldSource,80,80,world-source(mass:semantic-authority:resource:moonflower:v1),,recipe:advanced-medicine|recipe:herbal-poultice|recipe:mana-awakener|recipe:moonflower-tea|recipe:resin-balm|recipe:standard-medicine,recipe:advanced-medicine:input:2:qty=2:before=160g:proposed=160g|recipe:herbal-poultice:input:0:qty=1:before=80g:proposed=80g|recipe:mana-awakener:input:0:qty=1:before=80g:proposed=80g|recipe:moonflower-tea:input:0:qty=1:before=80g:proposed=80g|recipe:resin-balm:input:2:qty=1:before=80g:proposed=80g|recipe:standard-medicine:input:1:qty=1:before=80g:proposed=80g,None:0g:none,units=75;before=6000g;proposed=6000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=75-75;grams=6000-6000g,OPEN:not-captured;authoredUnitPrice=5;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:resource:moonflower:v1; unit=1 medicinal-herb bundle; haul=Ordinary; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,resource:night-grape,ItemDefinitionSO,ProduceBundle:1 grape harvest cluster,ProduceBundle/WorldSource,250,250,world-source(mass:resource:night-grape:v1),,recipe:grape-juice|recipe:lavish-meat|recipe:syrup,recipe:grape-juice:input:0:qty=3:before=750g:proposed=750g|recipe:lavish-meat:input:2:qty=2:before=500g:proposed=500g|recipe:syrup:input:0:qty=3:before=750g:proposed=750g,None:0g:none,units=75;before=18750g;proposed=18750g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=4-24;grams=1000-6000g,OPEN:not-captured;authoredUnitPrice=3;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:resource:night-grape:v1; unit=1 grape harvest cluster; haul=MicroUrgent; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,resource:rune-dust,ItemDefinitionSO,CatalystOrRelic:1 rune-dust sachet,CatalystOrRelic/WorldSource,50,50,world-source(mass:semantic-authority:resource:rune-dust:v1),,recipe:ammo:signal-flare|recipe:component:mana-shield-plate|recipe:component:rune-conductor|recipe:record:arcane-index|recipe:rune-cold-suit|recipe:supply:funeral-preparation-kit|recipe:tool:rune-identification-lens|recipe:trail-charm,recipe:ammo:signal-flare:input:2:qty=1:before=50g:proposed=50g|recipe:component:mana-shield-plate:input:1:qty=1:before=50g:proposed=50g|recipe:component:rune-conductor:input:2:qty=1:before=50g:proposed=50g|recipe:record:arcane-index:input:1:qty=1:before=50g:proposed=50g|recipe:rune-cold-suit:input:2:qty=1:before=50g:proposed=50g|recipe:supply:funeral-preparation-kit:input:2:qty=1:before=50g:proposed=50g|recipe:tool:rune-identification-lens:input:1:qty=1:before=50g:proposed=50g|recipe:trail-charm:input:0:qty=1:before=50g:proposed=50g,None:0g:none,units=50;before=2500g;proposed=2500g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=20-50;grams=1000-2500g,OPEN:not-captured;authoredUnitPrice=13;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:resource:rune-dust:v1; unit=1 rune-dust sachet; haul=MicroUrgent; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,resource:saltstone,ItemDefinitionSO,OreChunkOrBasket:1 saltstone chunk,OreChunkOrBasket/WorldSource,500,500,world-source(mass:source:saltstone:v1),source:saltstone,recipe:antiseptic|recipe:brined-vegetable|recipe:curd|recipe:leather|recipe:ration-mixture|recipe:salted-meat|recipe:textile:sterile-cloth,recipe:antiseptic:input:1:qty=1:before=500g:proposed=500g|recipe:brined-vegetable:input:1:qty=1:before=500g:proposed=500g|recipe:curd:input:1:qty=1:before=500g:proposed=500g|recipe:leather:input:1:qty=1:before=500g:proposed=500g|recipe:ration-mixture:input:1:qty=1:before=500g:proposed=500g|recipe:salted-meat:input:1:qty=1:before=500g:proposed=500g|recipe:textile:sterile-cloth:input:1:qty=1:before=500g:proposed=500g|source:saltstone:output:output:source:saltstone/001/byproduct/resource:saltstone:role=Byproduct:qty=1:probability=0.25:before=500g:proposed=500g,None:0g:none,units=60;before=30000g;proposed=30000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=2-12;grams=1000-6000g,OPEN:not-captured;authoredUnitPrice=7;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:source:saltstone:v1; unit=1 saltstone chunk; haul=MicroUrgent; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,resource:shade-fiber,ItemDefinitionSO,TextileRollOrSheet:1 shade-fiber bundle,TextileRollOrSheet/WorldSource,120,120,world-source(mass:semantic-authority:resource:shade-fiber:v1),,recipe:bedding-straw|recipe:bowstring-fiber|recipe:candle|recipe:cloth|recipe:herbal-poultice|recipe:material:rope|recipe:v22:spin-powered:shade-cloth|recipe:v22:spin:shade-cloth,recipe:bedding-straw:input:1:qty=1:before=120g:proposed=120g|recipe:bowstring-fiber:input:0:qty=2:before=240g:proposed=240g|recipe:candle:input:1:qty=1:before=120g:proposed=120g|recipe:cloth:input:0:qty=3:before=360g:proposed=360g|recipe:herbal-poultice:input:1:qty=1:before=120g:proposed=120g|recipe:material:rope:input:0:qty=3:before=360g:proposed=360g|recipe:v22:spin-powered:shade-cloth:input:0:qty=3:before=360g:proposed=360g|recipe:v22:spin:shade-cloth:input:0:qty=3:before=360g:proposed=360g,None:0g:none,units=75;before=9000g;proposed=9000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=50-75;grams=6000-9000g,OPEN:not-captured;authoredUnitPrice=2;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:resource:shade-fiber:v1; unit=1 shade-fiber bundle; haul=Ordinary; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,resource:stone,ItemDefinitionSO,StoneOrBrickBlock:1 quarried stone block,StoneOrBrickBlock/WorldSource,1600,1600,world-source(mass:semantic-authority:resource:stone:v1),source:quarry|source:saltstone,recipe:stone-block|recipe:stone-ornament,recipe:stone-block:input:0:qty=3:before=4800g:proposed=4800g|recipe:stone-ornament:input:1:qty=1:before=1600g:proposed=1600g|source:quarry:output:output:source:quarry/000/main/resource:stone:role=Main:qty=4:probability=1:before=6400g:proposed=6400g|source:saltstone:output:output:source:saltstone/000/main/resource:stone:role=Main:qty=3:probability=1:before=4800g:proposed=4800g,None:0g:none,units=50;before=80000g;proposed=80000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=4-6;grams=6400-9600g,OPEN:not-captured;authoredUnitPrice=2;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:resource:stone:v1; unit=1 quarried stone block; haul=Ordinary; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,resource:sulfur,ItemDefinitionSO,OreChunkOrBasket:1 mined mineral lot,OreChunkOrBasket/WorldSource,1850,1850,world-source(mass:semantic-authority:resource:sulfur:v1),recipe:resource:sulfur,recipe:material:black-powder,recipe:material:black-powder:input:1:qty=1:before=1850g:proposed=1850g|recipe:resource:sulfur:output:output:main:role=Main:qty=2:probability=1:before=3700g:proposed=3700g,None:0g:none,units=50;before=92500g;proposed=92500g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=4-5;grams=7400-9250g,OPEN:not-captured;authoredUnitPrice=2;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:resource:sulfur:v1; unit=1 mined mineral lot; haul=Ordinary; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,resource:trail-charm,ItemDefinitionSO,CatalystOrRelic:1 trail charm,CatalystOrRelic/WorldSource,100,100,world-source(mass:semantic-authority:resource:trail-charm:v1),recipe:trail-charm,,recipe:trail-charm:output:output:recipe:trail-charm/000/main/resource:trail-charm:role=Main:qty=1:probability=1:before=100g:proposed=100g,None:0g:none,units=30;before=3000g;proposed=3000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=10-30;grams=1000-3000g,OPEN:not-captured;authoredUnitPrice=29;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:resource:trail-charm:v1; unit=1 trail charm; haul=MicroUrgent; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,resource:twilight-grain,ItemDefinitionSO,ProduceBundle:0.5 L grain measure,ProduceBundle/VolumeDensity,350,350,"volume-density(500mL,mass-material:twilight-grain,tare=0g)",,recipe:dog-food|recipe:dog-food-fresh|recipe:garden-meal|recipe:grain-porridge|recipe:hay-feed|recipe:malt|recipe:milling-flour|recipe:silage|recipe:starch,recipe:dog-food-fresh:input:1:qty=1:before=350g:proposed=350g|recipe:dog-food:input:1:qty=1:before=350g:proposed=350g|recipe:garden-meal:input:0:qty=1:before=350g:proposed=350g|recipe:grain-porridge:input:0:qty=6:before=2100g:proposed=2100g|recipe:hay-feed:input:1:qty=1:before=350g:proposed=350g|recipe:malt:input:0:qty=2:before=700g:proposed=700g|recipe:milling-flour:input:0:qty=3:before=1050g:proposed=1050g|recipe:silage:input:1:qty=1:before=350g:proposed=350g|recipe:starch:input:0:qty=2:before=700g:proposed=700g,None:0g:none,units=75;before=26250g;proposed=26250g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=3-17;grams=1050-5950g,OPEN:not-captured;authoredUnitPrice=2;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:resource:twilight-grain:v1; unit=0.5 L grain measure; haul=MicroUrgent; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,resource:wool,ItemDefinitionSO,AnimalProductPortion:1 animal-material bundle,AnimalProductPortion/WorldSource,350,350,world-source(mass:semantic-authority:resource:wool:v1),source:animal-wool,recipe:bedding-animal|recipe:textile:quilted-liner|recipe:v22:spin-powered:common-wool|recipe:v22:spin:common-wool|recipe:wool-cloth,recipe:bedding-animal:input:0:qty=1:before=350g:proposed=350g|recipe:textile:quilted-liner:input:1:qty=1:before=350g:proposed=350g|recipe:v22:spin-powered:common-wool:input:0:qty=3:before=1050g:proposed=1050g|recipe:v22:spin:common-wool:input:0:qty=3:before=1050g:proposed=1050g|recipe:wool-cloth:input:0:qty=3:before=1050g:proposed=1050g|source:animal-wool:output:output:source:animal-wool/000/main/resource:wool:role=Main:qty=3:probability=1:before=1050g:proposed=1050g,None:0g:none,units=60;before=21000g;proposed=21000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=18-31;grams=6300-10850g,OPEN:not-captured;authoredUnitPrice=2;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:resource:wool:v1; unit=1 animal-material bundle; haul=Ordinary; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,sample:antigen:blood-wasting,ItemDefinitionSO,MedicineDoseOrKit:1 diagnostic antigen sample,MedicineDoseOrKit/RecipeMassBalance,900,900,recipe-mass-balance(mass:semantic-authority:sample:antigen:blood-wasting:v1),,recipe:medicine:vaccine:blood-wasting,recipe:medicine:vaccine:blood-wasting:input:0:qty=1:before=900g:proposed=900g,None:0g:none,units=50;before=45000g;proposed=45000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=2-6;grams=1800-5400g,OPEN:not-captured;authoredUnitPrice=20;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:sample:antigen:blood-wasting:v1; unit=1 diagnostic antigen sample; haul=MicroUrgent; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,sample:antigen:cave-flu,ItemDefinitionSO,MedicineDoseOrKit:1 diagnostic antigen sample,MedicineDoseOrKit/RecipeMassBalance,900,900,recipe-mass-balance(mass:semantic-authority:sample:antigen:cave-flu:v1),,recipe:medicine:vaccine:cave-flu,recipe:medicine:vaccine:cave-flu:input:0:qty=1:before=900g:proposed=900g,None:0g:none,units=50;before=45000g;proposed=45000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=2-6;grams=1800-5400g,OPEN:not-captured;authoredUnitPrice=20;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:sample:antigen:cave-flu:v1; unit=1 diagnostic antigen sample; haul=MicroUrgent; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,sample:antigen:gut-rot,ItemDefinitionSO,MedicineDoseOrKit:1 diagnostic antigen sample,MedicineDoseOrKit/RecipeMassBalance,900,900,recipe-mass-balance(mass:semantic-authority:sample:antigen:gut-rot:v1),,recipe:medicine:vaccine:gut-rot,recipe:medicine:vaccine:gut-rot:input:0:qty=1:before=900g:proposed=900g,None:0g:none,units=50;before=45000g;proposed=45000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=2-6;grams=1800-5400g,OPEN:not-captured;authoredUnitPrice=20;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:sample:antigen:gut-rot:v1; unit=1 diagnostic antigen sample; haul=MicroUrgent; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,sample:antigen:mana-pox,ItemDefinitionSO,MedicineDoseOrKit:1 diagnostic antigen sample,MedicineDoseOrKit/RecipeMassBalance,1100,1100,recipe-mass-balance(mass:semantic-authority:sample:antigen:mana-pox:v1),,recipe:medicine:vaccine:mana-pox,recipe:medicine:vaccine:mana-pox:input:0:qty=1:before=1100g:proposed=1100g,None:0g:none,units=50;before=55000g;proposed=55000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=1-5;grams=1100-5500g,OPEN:not-captured;authoredUnitPrice=25;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:sample:antigen:mana-pox:v1; unit=1 diagnostic antigen sample; haul=MicroUrgent; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,sample:antigen:red-fever,ItemDefinitionSO,MedicineDoseOrKit:1 diagnostic antigen sample,MedicineDoseOrKit/RecipeMassBalance,900,900,recipe-mass-balance(mass:semantic-authority:sample:antigen:red-fever:v1),,recipe:medicine:vaccine:red-fever,recipe:medicine:vaccine:red-fever:input:0:qty=1:before=900g:proposed=900g,None:0g:none,units=50;before=45000g;proposed=45000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=2-6;grams=1800-5400g,OPEN:not-captured;authoredUnitPrice=20;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:sample:antigen:red-fever:v1; unit=1 diagnostic antigen sample; haul=MicroUrgent; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,sample:antigen:slime-blight,ItemDefinitionSO,MedicineDoseOrKit:1 diagnostic antigen sample,MedicineDoseOrKit/RecipeMassBalance,900,900,recipe-mass-balance(mass:semantic-authority:sample:antigen:slime-blight:v1),,recipe:medicine:vaccine:slime-blight,recipe:medicine:vaccine:slime-blight:input:0:qty=1:before=900g:proposed=900g,None:0g:none,units=50;before=45000g;proposed=45000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=2-6;grams=1800-5400g,OPEN:not-captured;authoredUnitPrice=20;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:sample:antigen:slime-blight:v1; unit=1 diagnostic antigen sample; haul=MicroUrgent; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,sample:antigen:spore-lung,ItemDefinitionSO,MedicineDoseOrKit:1 diagnostic antigen sample,MedicineDoseOrKit/RecipeMassBalance,900,900,recipe-mass-balance(mass:semantic-authority:sample:antigen:spore-lung:v1),,recipe:medicine:vaccine:spore-lung,recipe:medicine:vaccine:spore-lung:input:0:qty=1:before=900g:proposed=900g,None:0g:none,units=50;before=45000g;proposed=45000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=2-6;grams=1800-5400g,OPEN:not-captured;authoredUnitPrice=20;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:sample:antigen:spore-lung:v1; unit=1 diagnostic antigen sample; haul=MicroUrgent; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,supply:alliance-signal-kit,ItemDefinitionSO,FacilityInstallationKit:1 operational supply kit or material lot,FacilityInstallationKit/RecipeMassBalance,1150,1150,recipe-mass-balance(mass:semantic-authority:supply:alliance-signal-kit:v1),recipe:supply:alliance-signal-kit,runtime:alliance-defense-signal,recipe:supply:alliance-signal-kit:output:output:main:role=Main:qty=1:probability=1:before=1150g:proposed=1150g,None:0g:none,units=50;before=57500g;proposed=57500g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=6-9;grams=6900-10350g,OPEN:not-captured;authoredUnitPrice=39;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:supply:alliance-signal-kit:v1; unit=1 operational supply kit or material lot; haul=Ordinary; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,supply:botanical-pesticide,ItemDefinitionSO,FacilityInstallationKit:1 operational supply kit or material lot,FacilityInstallationKit/RecipeMassBalance,1150,1150,recipe-mass-balance(mass:semantic-authority:supply:botanical-pesticide:v1),recipe:supply:botanical-pesticide,,recipe:supply:botanical-pesticide:output:output:main:role=Main:qty=2:probability=1:before=2300g:proposed=2300g,None:0g:none,units=50;before=57500g;proposed=57500g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=6-9;grams=6900-10350g,OPEN:not-captured;authoredUnitPrice=29;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:supply:botanical-pesticide:v1; unit=1 operational supply kit or material lot; haul=Ordinary; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,supply:certified-seed-kit,ItemDefinitionSO,FacilityInstallationKit:1 operational supply kit or material lot,FacilityInstallationKit/RecipeMassBalance,1100,1100,recipe-mass-balance(mass:semantic-authority:supply:certified-seed-kit:v1),recipe:supply:certified-seed-kit,runtime:seed-certification,recipe:supply:certified-seed-kit:output:output:main:role=Main:qty=2:probability=1:before=2200g:proposed=2200g,None:0g:none,units=50;before=55000g;proposed=55000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=6-10;grams=6600-11000g,OPEN:not-captured;authoredUnitPrice=18;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:supply:certified-seed-kit:v1; unit=1 operational supply kit or material lot; haul=Ordinary; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,supply:defense-mixed-ammo-box,ItemDefinitionSO,FacilityInstallationKit:1 operational supply kit or material lot,FacilityInstallationKit/RecipeMassBalance,3400,3400,recipe-mass-balance(mass:semantic-authority:supply:defense-mixed-ammo-box:v1),recipe:supply:defense-mixed-ammo-box,runtime:defense-ammunition-feed,recipe:supply:defense-mixed-ammo-box:output:output:main:role=Main:qty=1:probability=1:before=3400g:proposed=3400g,None:0g:none,units=3;before=10200g;proposed=10200g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=2-3;grams=6800-10200g,OPEN:not-captured;authoredUnitPrice=118;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:supply:defense-mixed-ammo-box:v1; unit=1 operational supply kit or material lot; haul=Ordinary; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,supply:funeral-preparation-kit,ItemDefinitionSO,FacilityInstallationKit:1 operational supply kit or material lot,FacilityInstallationKit/RecipeMassBalance,1200,1200,recipe-mass-balance(mass:semantic-authority:supply:funeral-preparation-kit:v1),recipe:supply:funeral-preparation-kit,runtime:funeral-preparation,recipe:supply:funeral-preparation-kit:output:output:main:role=Main:qty=1:probability=1:before=1200g:proposed=1200g,None:0g:none,units=50;before=60000g;proposed=60000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=5-9;grams=6000-10800g,OPEN:not-captured;authoredUnitPrice=49;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:supply:funeral-preparation-kit:v1; unit=1 operational supply kit or material lot; haul=Ordinary; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,supply:fungicide,ItemDefinitionSO,FacilityInstallationKit:1 operational supply kit or material lot,FacilityInstallationKit/RecipeMassBalance,1150,1150,recipe-mass-balance(mass:semantic-authority:supply:fungicide:v1),recipe:supply:fungicide,runtime:disease-field-response,recipe:supply:fungicide:output:output:main:role=Main:qty=2:probability=1:before=2300g:proposed=2300g,None:0g:none,units=50;before=57500g;proposed=57500g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=6-9;grams=6900-10350g,OPEN:not-captured;authoredUnitPrice=21;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:supply:fungicide:v1; unit=1 operational supply kit or material lot; haul=Ordinary; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,supply:greenhouse-nutrient,ItemDefinitionSO,FacilityInstallationKit:1 operational supply kit or material lot,FacilityInstallationKit/RecipeMassBalance,1100,1100,recipe-mass-balance(mass:semantic-authority:supply:greenhouse-nutrient:v1),recipe:supply:greenhouse-nutrient,,recipe:supply:greenhouse-nutrient:output:output:main:role=Main:qty=4:probability=1:before=4400g:proposed=4400g,None:0g:none,units=50;before=55000g;proposed=55000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=6-10;grams=6600-11000g,OPEN:not-captured;authoredUnitPrice=12;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:supply:greenhouse-nutrient:v1; unit=1 operational supply kit or material lot; haul=Ordinary; tareGrams=0; tareDisposition=None,no-change
