schemaVersion,stableId,impactDomain,consumerKind,consumerStableId,metric,before,after,deltaStatus,rootCauseIds,formula
v27.mass.coupling.1,medicine:vaccine:blood-wasting,stack,ItemDefinitionSO,medicine:vaccine:blood-wasting,max-stack-mass-grams,10500,10500,unchanged,,unit grams * ItemDefinitionSO.MaxStack
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1009,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1009,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1009,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1015,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1015,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1015,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1018,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1018,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1018,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1025,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1025,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1025,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1028,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1028,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1028,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1032,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1032,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1032,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1033,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1033,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1033,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1034,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1034,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1034,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1036,capacity-grams,13500,13500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1036,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1036,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1037,capacity-grams,27000,27000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1037,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1037,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1050,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1050,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1050,units-fit,35,35,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1051,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1051,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1051,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1052,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1052,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1052,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1053,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1053,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1053,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1054,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1054,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1054,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1055,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1055,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1055,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1056,capacity-grams,15000,15000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1056,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1056,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1062,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1062,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1062,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1802,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1802,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1802,units-fit,35,35,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1803,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1803,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:1803,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:9508,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:9508,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:blood-wasting,warehouse,BuildingStorageAbility,building:9508,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,ewu,V27EmbeddedWorkValueCalculator,medicine:vaccine:cave-flu,acquisition-mewu,223601,223601,unchanged,,current/proposed immutable mass counterfactual
v27.mass.coupling.1,medicine:vaccine:cave-flu,ewu,V27EmbeddedWorkValueCalculator,medicine:vaccine:cave-flu,recoverable-mewu,0,0,unchanged,,floor(acquisition * salvage retention)
v27.mass.coupling.1,medicine:vaccine:cave-flu,facility-output,BuildingProductionBufferAbility,building:8876|recipe:medicine:vaccine:cave-flu|output:recipe:medicine:vaccine:cave-flu/000/main/medicine:vaccine:cave-flu,maximum-line-grams,2800,2800,unchanged,,maximum-output-factor ceil(quantity) * immutable definition unit grams
v27.mass.coupling.1,medicine:vaccine:cave-flu,facility-output-buffer,BuildingProductionBufferAbility,building:8876|recipe:medicine:vaccine:cave-flu,required-capacity-grams,11200,11200,unchanged,,projector maximum-factor physical batch grams * authored 2-4 cycle capacity
v27.mass.coupling.1,medicine:vaccine:cave-flu,haul,ordinary-haul,nominal-25kg,target-max-units,8,8,unchanged,,"floor(class maximum grams/unit), capped by max stack"
v27.mass.coupling.1,medicine:vaccine:cave-flu,haul,ordinary-haul,nominal-25kg,target-min-units,2,2,unchanged,,"ceil(class minimum grams/unit), capped by max stack"
v27.mass.coupling.1,medicine:vaccine:cave-flu,market,V27 market projection,medicine:vaccine:cave-flu,sale-rate,0.59626662731170654,0.59626662731170654,unchanged,,maximum nonnegative float whose sale credit does not exceed floor target
v27.mass.coupling.1,medicine:vaccine:cave-flu,market,V27 market projection,medicine:vaccine:cave-flu,unit-price-gold,75,75,unchanged,,"ceil(acquisition/3000), appraised=floor(sale-credit/3000)"
v27.mass.coupling.1,medicine:vaccine:cave-flu,mass,ItemDefinitionSO,medicine:vaccine:cave-flu,unit-grams,700,700,unchanged,,ItemDefinitionSO.UnitWeight/canonical semantic
v27.mass.coupling.1,medicine:vaccine:cave-flu,stack,ItemDefinitionSO,medicine:vaccine:cave-flu,max-stack-mass-grams,10500,10500,unchanged,,unit grams * ItemDefinitionSO.MaxStack
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1009,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1009,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1009,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1015,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1015,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1015,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1018,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1018,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1018,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1025,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1025,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1025,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1028,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1028,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1028,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1032,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1032,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1032,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1033,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1033,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1033,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1034,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1034,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1034,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1036,capacity-grams,13500,13500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1036,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1036,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1037,capacity-grams,27000,27000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1037,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1037,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1050,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1050,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1050,units-fit,35,35,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1051,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1051,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1051,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1052,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1052,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1052,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1053,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1053,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1053,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1054,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1054,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1054,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1055,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1055,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1055,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1056,capacity-grams,15000,15000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1056,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1056,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1062,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1062,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1062,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1802,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1802,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1802,units-fit,35,35,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1803,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1803,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:1803,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:9508,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:9508,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:cave-flu,warehouse,BuildingStorageAbility,building:9508,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:gut-rot,ewu,V27EmbeddedWorkValueCalculator,medicine:vaccine:gut-rot,acquisition-mewu,223601,223601,unchanged,,current/proposed immutable mass counterfactual
v27.mass.coupling.1,medicine:vaccine:gut-rot,ewu,V27EmbeddedWorkValueCalculator,medicine:vaccine:gut-rot,recoverable-mewu,0,0,unchanged,,floor(acquisition * salvage retention)
v27.mass.coupling.1,medicine:vaccine:gut-rot,facility-output,BuildingProductionBufferAbility,building:8876|recipe:medicine:vaccine:gut-rot|output:recipe:medicine:vaccine:gut-rot/000/main/medicine:vaccine:gut-rot,maximum-line-grams,2800,2800,unchanged,,maximum-output-factor ceil(quantity) * immutable definition unit grams
v27.mass.coupling.1,medicine:vaccine:gut-rot,facility-output-buffer,BuildingProductionBufferAbility,building:8876|recipe:medicine:vaccine:gut-rot,required-capacity-grams,11200,11200,unchanged,,projector maximum-factor physical batch grams * authored 2-4 cycle capacity
v27.mass.coupling.1,medicine:vaccine:gut-rot,haul,ordinary-haul,nominal-25kg,target-max-units,8,8,unchanged,,"floor(class maximum grams/unit), capped by max stack"
v27.mass.coupling.1,medicine:vaccine:gut-rot,haul,ordinary-haul,nominal-25kg,target-min-units,2,2,unchanged,,"ceil(class minimum grams/unit), capped by max stack"
v27.mass.coupling.1,medicine:vaccine:gut-rot,market,V27 market projection,medicine:vaccine:gut-rot,sale-rate,0.59626662731170654,0.59626662731170654,unchanged,,maximum nonnegative float whose sale credit does not exceed floor target
v27.mass.coupling.1,medicine:vaccine:gut-rot,market,V27 market projection,medicine:vaccine:gut-rot,unit-price-gold,75,75,unchanged,,"ceil(acquisition/3000), appraised=floor(sale-credit/3000)"
v27.mass.coupling.1,medicine:vaccine:gut-rot,mass,ItemDefinitionSO,medicine:vaccine:gut-rot,unit-grams,700,700,unchanged,,ItemDefinitionSO.UnitWeight/canonical semantic
v27.mass.coupling.1,medicine:vaccine:gut-rot,stack,ItemDefinitionSO,medicine:vaccine:gut-rot,max-stack-mass-grams,10500,10500,unchanged,,unit grams * ItemDefinitionSO.MaxStack
v27.mass.coupling.1,medicine:vaccine:gut-rot,warehouse,BuildingStorageAbility,building:1009,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:gut-rot,warehouse,BuildingStorageAbility,building:1009,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:gut-rot,warehouse,BuildingStorageAbility,building:1009,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:gut-rot,warehouse,BuildingStorageAbility,building:1015,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:gut-rot,warehouse,BuildingStorageAbility,building:1015,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:gut-rot,warehouse,BuildingStorageAbility,building:1015,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:gut-rot,warehouse,BuildingStorageAbility,building:1018,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:gut-rot,warehouse,BuildingStorageAbility,building:1018,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:gut-rot,warehouse,BuildingStorageAbility,building:1018,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,medicine:vaccine:gut-rot,warehouse,BuildingStorageAbility,building:1025,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,medicine:vaccine:gut-rot,warehouse,BuildingStorageAbility,building:1025,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,medicine:vaccine:gut-rot,warehouse,BuildingStorageAbility,building:1025,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
