type,kind,definition_path,definition_line,inventory_scope,domain_group,domain_group_name,classification,classification_reason,coverage_disposition,coverage_reason,reviewed_disposition,replacement_authority,review_evidence,intended_ledger_status,integration_status,integration_reason,producer_count,producer_sites,publish_count,subscriber_count,participant_member_candidates,metric_member_candidates,current_transaction_boundary,joint_commit_feasibility,outcome_save_owner,domain_state_save_owner_candidates,ui_paths,query_paths,narrative_paths
ApparelPhysicalTransactionResult,struct,Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs,16,pre-existing-runtime-candidate,6,장비·특성·기술·시설 진화,Record,"Authoritative completed physical input/output transaction with exact material, stack, instance, facility, order, and mass identities.",Record,"Authoritative completed physical input/output transaction with exact material, stack, instance, facility, order, and mass identities.",True,,"Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs:313-345,515,674-704,918,1965-2005 | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Evolution/EvolutionGameplayOutcomeBridge.cs:155-211,429-510 | Artifacts/QA/GameplayOutcomeLedgerPhase80Focused-20260919-r12/focused-runtime-report.json#apparel-physical-transaction",recorded,connected,"The owner reserves the outcome before physical mutation, writes and commits the exact receipt after durable publication, and joins only canonical same-payload replays; conflicting duplicates remain rejected.",13,Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs:210:ApparelPhysicalTransaction.ExecuteCraftOrResume | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs:235:ApparelPhysicalTransaction.ExecuteCraftOrResume | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs:561:ApparelPhysicalTransaction.ApparelPhysicalTransaction | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs:595:ApparelPhysicalTransaction.ExecuteRejectedDismantleOrResume | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs:964:ApparelPhysicalTransaction.<unknown> | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs:1367:ApparelPhysicalTransaction.TryReturnRejectedTerminalReplay | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs:1416:ApparelPhysicalTransaction.ItemQuantityReservationRequest | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs:2001:ApparelPhysicalTransaction.TryReturnTerminalReplay | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs:2052:ApparelPhysicalTransaction.PhysicalMassGrams | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs:2060:ApparelPhysicalTransaction.FinalizeOutcome | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs:2180:ApparelPhysicalTransaction.Waiting | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs:2188:ApparelPhysicalTransaction.Pending | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs:2196:ApparelPhysicalTransaction.Conflict,0,0,,inputMassGrams | outputMassGrams,existing domain commit/outbox terms nearby; no gameplay-outcome joint outbox,possible via existing transaction/outbox adapter; requires owner-specific proof,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterNarrativeSaveSection | CharacterWorldSaveSection | CombatEquipmentSaveSection | EquipmentEvolutionSaveSection | ModularFacilityWorldSaveSection,,Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs | Assets/Scripts/Services/Infrastructure/Environment/ApparelWorkOrderRuntime.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Evolution/EvolutionOutcomeReceipts.cs
AutomationCaptureResult,class,Assets/Scripts/Services/Infrastructure/DungeonPlayerAutomationBridge.cs,1178,pre-existing-runtime-candidate,3,원정·외부 활동·세력·사건·축제,NonResult,Automation-only screenshot response containing the path written for an external test harness.,NonResult,Automation-only screenshot response containing the path written for an external test harness.,True,none; automation capture artifact,"Assets/Scripts/Services/Infrastructure/DungeonPlayerAutomationBridge.cs:811-827,1178-1181",N/A,excluded,"It is tool infrastructure and does not represent a gameplay command, judgment or transaction.",1,Assets/Scripts/Services/Infrastructure/DungeonPlayerAutomationBridge.cs:826:DungeonPlayerAutomationHost.ConcurrentQueue,0,0,,,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,ExteriorActivitySaveSection | FactionSaveSection | OffenseAggregateSaveSection | RunFlowSaveSection | RunVariableSaveSection | SeasonalWorldEventsSaveSection,,,
AutoProcurementResult,class,Assets/Scripts/Models/Economy/Content/TreasuryEconomyModels.cs,243,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,Record,"Persisted per-day and per-rule automated purchase or skip result, including item, quantity, cost and reason.",Record,"Persisted per-day and per-rule automated purchase or skip result, including item, quantity, cost and reason.",True,MigratedProducerOutcomeReceipt,"Assets/Scripts/Services/Economy/Treasury/AutoProcurementRuntime.cs:880-1016,1080-1166 | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/MigratedProducers/MigratedProducerOutcomeContracts.cs:117-173 | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/MigratedProducers/MigratedProducerOutcomeRuntime.cs:550-707,928-1015 | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/MigratedProducers/MigratedProducerOutcomeDefinition.cs:524-552 | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/MigratedProducers/Editor/MigratedProducerOutcomeDebugScenarios.cs:19-125 | Artifacts/QA/GameplayOutcomeLedgerPhase80Focused-20260920-r80/focused-runtime-report.json | Artifacts/QA/GameplayOutcomeLedgerPhase80Compile-20260920-r161/unity-compile.log | Artifacts/QA/GameplayOutcomeLedgerPhase80FullWorldSave-20260920-r37/full-world-round-trip-playmode-report.txt",recorded,connected,"The owner-specific migrated-producer path now routes this terminal result through the catalogued MigratedProducerOutcomeReceipt. MigratedProducerOutcomeRuntime reserves and writes that payload, commits the persisted migrated-producer owner revision with the GameplayOutcomeLedger through the owner transaction, restores the prior revision on a non-durable commit, and retains the durable stream for replay. The retained production source evidence identifies the owner path; r80 passed all 57 catalogued producers, r161 compiled the final source, and r37 restored the canonical full-world baseline.",9,Assets/Scripts/Models/Economy/Content/EconomyTransactionLedgerRuntime.cs:102:TreasuryEconomyAggregateState.<unknown> | Assets/Scripts/Services/Economy/Treasury/AutoProcurementRuntime.cs:949:AutoProcurementRuntime.AutoProcurementRuntime | Assets/Scripts/Services/Economy/Treasury/AutoProcurementRuntime.cs:996:AutoProcurementRuntime.EconomyTransactionContext | Assets/Scripts/Services/Economy/Treasury/AutoProcurementRuntime.cs:1021:AutoProcurementRuntime.EconomyTransactionContext | Assets/Scripts/Services/Economy/Treasury/AutoProcurementRuntime.cs:1125:AutoProcurementRuntime.EconomyTransactionContext | Assets/Scripts/Services/Economy/Treasury/AutoProcurementRuntime.cs:1209:AutoProcurementRuntime.EconomyTransactionContext | Assets/Scripts/Services/Economy/Treasury/AutoProcurementRuntime.cs:1399:AutoProcurementRuntime.CloneResult | Assets/Scripts/Services/Economy/Treasury/AutoProcurementRuntime.cs:1404:AutoProcurementRuntime.MigratedProducerOutcomeSubject | Assets/Scripts/Services/Economy/Treasury/AutoProcurementRuntime.cs:1405:AutoProcurementRuntime.MigratedProducerOutcomeSubject,0,0,,,"The production owner supplies the terminal result to the catalogued MigratedProducerOutcomeReceipt path; MigratedProducerOutcomeRuntime writes the reserved outcome before advancing its persisted owner revision, then commits the prepared owner token through IGameplayOutcomeTransaction and restores the prior revision if durable commit fails.","implemented: prepared receipt and monotonic migrated-producer owner revision are validated before IGameplayOutcomeTransaction.Commit or CommitBatch; durable failure restores the prior revision, while durable success returns the canonical outcome identity.","MigratedProducerOutcomeSaveSection (narrative.migrated-producer-outcomes), dependent on GameplayOutcomeLedgerSaveSection, persists migrated-producer owner revisions; GameplayOutcomeLedgerSaveSection persists the canonical outcome.",FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,Assets/Scripts/Services/Economy/Treasury/AutoProcurementRuntime.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/MigratedProducers/MigratedProducerOutcomeContracts.cs
BackgroundInitializationOutcome,class,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs,172,pre-existing-runtime-candidate,4,관계·욕구·기분·생애·가족,NonResult,Initial-state setup projection returned while a newly registered character adopts authored background data; it is not a completed player command or recurring gameplay operation.,NonResult,Initial-state setup projection returned while a newly registered character adopts authored background data; it is not a completed player command or recurring gameplay operation.,True,CharacterNarrativeRecord persisted initialization state,Assets/Scripts/Services/Character/CharacterNarrativeAggregate.cs:280-353 | Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs:873-892,N/A,excluded,"The saved CharacterNarrativeRecord is the authority for initialized background, initial proficiency, culture and faction state.",1,Assets/Scripts/Services/Character/CharacterNarrativeAggregate.cs:340:is.CharacterNarrativeRecord,0,0,,,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs | Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeAggregate.cs | Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs | Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs
BalanceAttributionResult,class,Assets/Scripts/Services/Economy/V27BalanceAttribution.cs,26,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,NonResult,Static balance-analysis output with no runtime mutation or player command.,NonResult,Static balance-analysis output with no runtime mutation or player command.,True,authored balance inputs and runtime terminal operations,Assets/Scripts/Services/Economy/V27BalanceAttribution.cs:26-126,N/A,excluded,"It is verification evidence, not gameplay truth.",2,Assets/Scripts/Services/Economy/V27BalanceAttribution.cs:55:BalanceAttribution.Attribute | Assets/Scripts/Services/Economy/V27BalanceAttribution.cs:113:BalanceAttribution.BalanceAttributionResult,0,0,,,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,,
BalanceSccAuditResult,class,Assets/Scripts/Services/Economy/V27BalanceAttribution.cs,350,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,NonResult,Strongly-connected-component audit calculation used only for economy verification.,NonResult,Strongly-connected-component audit calculation used only for economy verification.,True,authored balance transforms,Assets/Scripts/Services/Economy/V27BalanceAttribution.cs:350-420,N/A,excluded,It neither owns nor reports a completed in-game operation.,2,Assets/Scripts/Services/Economy/V27BalanceAttribution.cs:371:BalanceSccAuditor.Audit | Assets/Scripts/Services/Economy/V27BalanceAttribution.cs:412:BalanceSccAuditor.BalanceSccAuditResult,0,0,,,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,,
BlueprintResearchCompletedEvent,struct,Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs,360,pre-existing-runtime-candidate,1,작업·생산·품질·연구·건설·수리,NonResult,Post-commit application notification of completion and unlocks already frozen in the canonical research-work outcome receipt.,NonResult,Post-commit application notification of completion and unlocks already frozen in the canonical research-work outcome receipt.,True,ResearchWorkOutcomeReceipt,Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs#BlueprintResearchCompletedEvent | Assets/Scripts/Services/Infrastructure/BlueprintResearchOutcomeTransaction.cs:73-233 | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:220-253 | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:893-905,N/A,excluded,"BlueprintResearchOutcomeTransaction commits progress, completion, unlock rows and the same prepared outcome before BlueprintResearchRuntime publishes this observer event.",2,Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:898:BlueprintResearchRuntime.<unknown> | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:899:BlueprintResearchRuntime.<unknown>,0,7,,,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,Assets/Scripts/Views/Buildings/UI/UIBuildingSelectButton.cs | Assets/Scripts/Views/FacilityEvolution/UI/FacilityEvolutionPanel.cs | Assets/Scripts/Views/Synthesis/UI/FacilitySynthesisPanel.cs,Assets/Scripts/Services/Codex/CodexRuntimeApplicationAdapter.cs | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs | Assets/Scripts/Services/Infrastructure/DungeonSpaceExpansionRuntime.cs | Assets/Scripts/Services/Meta/MetaRuntimeApplicationAdapter.cs | Assets/Scripts/Views/Buildings/UI/UIBuildingSelectButton.cs,
BlueprintResearchUnlockResult,struct,Assets/Scripts/Models/FacilityShop/Core/BlueprintUnlock.cs,184,pre-existing-runtime-candidate,1,작업·생산·품질·연구·건설·수리,NonResult,Applied-unlock child value embedded in the canonical research-work outcome receipt.,NonResult,Applied-unlock child value embedded in the canonical research-work outcome receipt.,True,ResearchWorkOutcomeReceipt,Assets/Scripts/Models/FacilityShop/Core/BlueprintUnlock.cs#BlueprintResearchUnlockResult | Assets/Scripts/Services/Infrastructure/BlueprintResearchOutcomeTransaction.cs:97-167 | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ResearchWorkOutcomeDefinition.cs:251-318,N/A,excluded,The research transaction commits the same exact unlock set with progress/completion; the later completion event is only an observer notification.,7,Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs:436:BlueprintResearchService.ApplyCompletion | Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs:445:BlueprintResearchService.BlueprintResearchCompletedEvent | Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs:474:BlueprintResearchService.BlueprintResearchCompletedEvent | Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs:476:BlueprintResearchService.ApplyCompletion | Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs:485:BlueprintResearchService.BlueprintResearchCompletedEvent | Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs:518:BlueprintResearchService.BlueprintResearchCompletedEvent | Assets/Scripts/Services/Infrastructure/BlueprintResearchOutcomeTransaction.cs:151:BlueprintResearchOutcomeTransaction.BlueprintResearchOutcomeTransaction,0,0,,,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,,Assets/Scripts/Services/Codex/CodexRuntimeApplicationAdapter.cs | Assets/Scripts/Services/Infrastructure/BlueprintResearchOutcomeTransaction.cs | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs,
BlueprintResearchWorkResult,struct,Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs,280,pre-existing-runtime-candidate,1,작업·생산·품질·연구·건설·수리,Record,"Authoritative research-work result containing the exact progress delta, total, required work and completion flag.",Record,"Authoritative research-work result containing the exact progress delta, total, required work and completion flag.",True,ResearchWorkOutcomeReceipt,Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs#BlueprintResearchWorkResult | Assets/Scripts/Services/Infrastructure/BlueprintResearchOutcomeTransaction.cs:73-233 | Assets/Scripts/Services/Infrastructure/BlueprintResearchOutcomeTransaction.cs:318-335 | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:220-253 | Assets/Scripts/Services/Research/Editor/ResearchOutcomeTransactionDebugScenarios.cs,recorded,connected,"BlueprintResearchOutcomeTransaction prepares ResearchWorkOutcomeReceipt before mutation, publishes detached research/shop state and commits the same token with rollback on failure, then delivers and acknowledges idempotently without rerunning gameplay.",22,Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs:303:BlueprintResearchWorkResult.ForProject | Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs:314:BlueprintResearchWorkResult.BlueprintResearchWorkResult | Assets/Scripts/Services/Infrastructure/BlueprintResearchOutcomeTransaction.cs:230:BlueprintResearchOutcomeTransaction.ForProject | Assets/Scripts/Services/Infrastructure/BlueprintResearchOutcomeTransaction.cs:231:BlueprintResearchOutcomeTransaction.GameplayOperationId | Assets/Scripts/Services/Infrastructure/BlueprintResearchOutcomeTransaction.cs:313:BlueprintResearchOutcomeTransaction.GameplayOperationId | Assets/Scripts/Services/Infrastructure/BlueprintResearchOutcomeTransaction.cs:337:BlueprintResearchOutcomeTransaction.Failure | Assets/Scripts/Services/Infrastructure/BlueprintResearchOutcomeTransaction.cs:340:BlueprintResearchOutcomeTransaction.ForProject | Assets/Scripts/Services/Infrastructure/BlueprintResearchOutcomeTransaction.cs:341:BlueprintResearchOutcomeTransaction.GameplayOperationId | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:145:BlueprintResearchRuntime.ApplyResearchWork | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:155:BlueprintResearchRuntime.ApplyApprovedResearchWork | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:167:BlueprintResearchRuntime.ApplyResearchWorkInternal | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:177:BlueprintResearchRuntime.<unknown> | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:197:BlueprintResearchRuntime.<unknown> | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:219:BlueprintResearchRuntime.ApplyOutcomeWork | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntimeProvider.cs:94:BlueprintResearchWorkService.ApplyResearchWork | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntimeProvider.cs:112:BlueprintResearchWorkService.ApplyApprovedResearchWork | Assets/Scripts/Services/Infrastructure/KnowledgeResidueProcessingRuntime.cs:319:KnowledgeResidueProcessingRuntime.ApplyWork | Assets/Scripts/Services/Infrastructure/KnowledgeResidueProcessingRuntime.cs:329:KnowledgeResidueProcessingRuntime.ApplyApprovedWork | Assets/Scripts/Services/Infrastructure/KnowledgeResidueProcessingRuntime.cs:341:KnowledgeResidueProcessingRuntime.ApplyWorkInternal | Assets/Scripts/Services/Infrastructure/KnowledgeResidueProcessingRuntime.cs:391:KnowledgeResidueProcessingRuntime.KnowledgeResidueProcessingRuntime | Assets/Scripts/Services/Infrastructure/KnowledgeResidueProcessingRuntime.cs:1038:KnowledgeResidueProcessingRuntime.Failure | Assets/Scripts/Services/Infrastructure/KnowledgeResidueProcessingRuntime.cs:1041:KnowledgeResidueProcessingRuntime.Vector2Int,0,0,,addedProgress | requiredWork | totalProgress,existing domain commit/outbox terms nearby; no gameplay-outcome joint outbox,possible via existing transaction/outbox adapter; requires owner-specific proof,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,,Assets/Scripts/Services/Infrastructure/BlueprintResearchOutcomeTransaction.cs | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntimeProvider.cs | Assets/Scripts/Services/Infrastructure/KnowledgeResidueProcessingRuntime.cs | Assets/Scripts/Services/Infrastructure/ResearchWorkExecutionAdapter.cs,
BossInvasionStartedEvent,struct,Assets/Scripts/Models/Invasion/Core/InvasionThreatSystem.cs,275,pre-existing-runtime-candidate,2,전투·침입·의료·생포·사망,NonResult,Boss-only projection emitted from the same committed spawn as InvasionStartedEvent; recording both would duplicate one invasion start.,NonResult,Boss-only projection emitted from the same committed spawn as InvasionStartedEvent; recording both would duplicate one invasion start.,True,canonical InvasionStartedEvent outcome enriched with boss identity,Assets/Scripts/Services/Invasion/InvasionDirectorRuntime.cs:281-330 | Assets/Scripts/Services/Run/DungeonRunFlowApplicationAdapter.cs:77-140,N/A,excluded,The canonical invasion-start receipt must retain the stable runtime ID and enrich it with boss/run-flow identity before this projection is retired from coverage.,2,Assets/Scripts/Services/Invasion/InvasionDirectorRuntime.cs:360:InvasionDirectorRuntime.InvasionSpawnedEvent | Assets/Scripts/Services/Invasion/InvasionDirectorRuntime.cs:361:InvasionDirectorRuntime.BossInvasionStartedEvent,1,2,intruder,,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,,Assets/Scripts/Services/Invasion/InvasionDirectorRuntime.cs,
BufferAggregationReceipt,struct,Assets/Scripts/Services/Items/BufferStackAggregationService.cs,61,pre-existing-runtime-candidate,1,작업·생산·품질·연구·건설·수리,NonResult,Physical admission/routing/publication transaction receipt below the caller-domain semantic result.,NonResult,Physical admission/routing/publication transaction receipt below the caller-domain semantic result.,True,Owning production or caller-domain terminal result,Assets/Scripts/Services/Items/BufferStackAggregationService.cs#BufferAggregationReceipt,N/A,excluded,The receipt participates in idempotent physical custody but does not independently describe why the gameplay operation occurred.,2,Assets/Scripts/Services/Items/BufferStackAggregationService.cs:336:BufferStackAggregationService.BufferStackAggregationService | Assets/Scripts/Services/Items/BufferStackAggregationService.cs:557:BufferStackAggregationService.BufferStackAggregationService,0,0,,canonicalQuantity | depositedQuantity | removedPhysicalStackCount,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,,Assets/Scripts/Services/Items/Diagnostics/PreparedOutputHaulPlannerGateDebugScenarios.cs,
BuildingDemolitionOutcomeReceipt,struct,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Infrastructure/BuildingDemolitionOutcomeDefinition.cs,62,phase80-implementation-infrastructure,-1,Phase80 구현 인프라(기존 생산자 아님),NonResult,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,N/A,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,False,,,infrastructure,new-phase80-infrastructure,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,1,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Infrastructure/BuildingDemolitionOutcomeDefinition.cs:701:BuildingDemolitionDestructiveDrainParticipant.ProductionFacilityDestructiveDrainOwnerPlan,0,0,buildingDefinitionId | facilityDisplayName | facilityId | ownerRevision,absoluteDay,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,,,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Infrastructure/BuildingDemolitionOutcomeDefinition.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Infrastructure/BuildingDemolitionOutcomeDefinition.cs
BuildingDestructiveLossResult,struct,Assets/Scripts/Services/Buildings/BuildingDestructiveLossRuntime.cs,10,pre-existing-runtime-candidate,1,작업·생산·품질·연구·건설·수리,NonResult,Shared facade projection over the production destructive-drain removal result.,NonResult,Shared facade projection over the production destructive-drain removal result.,True,BuildingDemolitionOutcomeReceipt or cause-specific fire/defense/combat result,Assets/Scripts/Services/Buildings/BuildingDestructiveLossRuntime.cs#BuildingDestructiveLossResult | Assets/Scripts/Services/Buildings/BuildingDestructiveLossRuntime.cs:46-72,N/A,excluded,"The initiating explicit demolition, fire, defense or combat operation owns the semantic outcome.",4,Assets/Scripts/Services/Buildings/BuildingDestructiveLossRuntime.cs:50:BuildingDestructiveLossRuntime.Apply | Assets/Scripts/Services/Buildings/BuildingDestructiveLossRuntime.cs:57:BuildingDestructiveLossRuntime.BuildingDestructiveLossRuntime | Assets/Scripts/Services/Economy/Diagnostics/ProductionOutputDestinationLifecycleDebugScenarios.cs:1712:RecordingDestructiveLossRuntime.Apply | Assets/Scripts/Services/Economy/Diagnostics/ProductionOutputDestinationLifecycleDebugScenarios.cs:1733:RecordingDestructiveLossRuntime.PhysicalMassGrams,0,0,,,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,,Assets/Scripts/Services/Debugging/DungeonDebugCommandProviders.cs | Assets/Scripts/Services/Economy/Diagnostics/ProductionOutputDestinationLifecycleDebugScenarios.cs | Assets/Scripts/Services/Grid/Building/GridBuildingRuntime.cs,
