type,kind,definition_path,definition_line,inventory_scope,domain_group,domain_group_name,classification,classification_reason,coverage_disposition,coverage_reason,intended_ledger_status,integration_status,integration_reason,producer_count,producer_sites,publish_count,subscriber_count,participant_member_candidates,metric_member_candidates,current_transaction_boundary,joint_commit_feasibility,outcome_save_owner,domain_state_save_owner_candidates,ui_paths,query_paths,narrative_paths
CharacterMealConsumedEvent,struct,Assets/Scripts/Models/Survival/Core/SurvivalPrimitives.cs,164,pre-existing-runtime-candidate,4,관계·욕구·기분·생애·가족,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"CharacterMealConsumedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Survival/SurvivalMealLedger.cs:98:SurvivalMealLedger.SurvivalMealLedger,1,0,characterId | facilityId | itemId,amount | day | quality,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,,Assets/Scripts/Models/Survival/Core/SurvivalPrimitives.cs,
CharacterMedicalBloodContactEvent,struct,Assets/Scripts/Services/Combat/CharacterMedicalModels.cs,185,pre-existing-runtime-candidate,2,전투·침입·의료·생포·사망,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"CharacterMedicalBloodContactEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Combat/CharacterMedicalRuntime.cs:885:CharacterMedicalRuntime.CharacterInfectionBurdenReductionRequestedEvent,1,1,patientId,,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,,Assets/Scripts/Services/Character/PopulationHealthRuntime.cs | Assets/Scripts/Services/Combat/CharacterMedicalModels.cs | Assets/Scripts/Services/Combat/CharacterMedicalRuntime.cs,
CharacterMedicalSupplyDestinationDrainAdvanceResult,struct,Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntime.cs,12,pre-existing-runtime-candidate,2,전투·침입·의료·생포·사망,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"CharacterMedicalSupplyDestinationDrainAdvanceResult is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",12,Assets/Scripts/Services/Combat/CharacterMedicalRuntime.cs:1467:CharacterMedicalRuntime.TryDrainTreatmentDestination | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntime.cs:76:CharacterMedicalSupplyDestinationDrainRuntime.TryBeginOrResume | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntime.cs:191:CharacterMedicalSupplyDestinationDrainRuntime.TryResume | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntime.cs:205:CharacterMedicalSupplyDestinationDrainRuntime.Advance | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntime.cs:597:CharacterMedicalSupplyDestinationDrainRuntime.FromChildFailure | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntime.cs:603:CharacterMedicalSupplyDestinationDrainRuntime.Closed | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntime.cs:609:CharacterMedicalSupplyDestinationDrainRuntime.Deferred | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntime.cs:615:CharacterMedicalSupplyDestinationDrainRuntime.Conflict | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntimeDebugScenarios.cs:733:RecordingOwnerDrain.TryBeginOrResume | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntimeDebugScenarios.cs:746:RecordingOwnerDrain.RecordingOwnerDrain | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntimeDebugScenarios.cs:755:RecordingOwnerDrain.RecordingOwnerDrain | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntimeDebugScenarios.cs:760:RecordingOwnerDrain.TryResume,0,0,closedFacilityId,,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,,Assets/Scripts/Services/Combat/CharacterMedicalRuntime.cs | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntime.cs | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntimeDebugScenarios.cs,
CharacterMedicalSupplyDestinationDrainCheckpointGcResult,struct,Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainCheckpointGc.cs,13,pre-existing-runtime-candidate,2,전투·침입·의료·생포·사망,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"CharacterMedicalSupplyDestinationDrainCheckpointGcResult is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",5,Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainCheckpointGc.cs:372:CharacterMedicalSupplyDestinationDrainCheckpointGcCoordinator.OnDurableSaveCommitted | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainCheckpointGc.cs:438:CharacterMedicalSupplyDestinationDrainCheckpointGcCoordinator.CharacterMedicalSupplyDestinationDrainCheckpointGcCoordinator | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainCheckpointGc.cs:475:CharacterMedicalSupplyDestinationDrainCheckpointGcCoordinator.CharacterMedicalSupplyDestinationDrainCheckpointGcCoordinator | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainCheckpointGc.cs:512:CharacterMedicalSupplyDestinationDrainCheckpointGcCoordinator.Deferred | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainCheckpointGc.cs:517:CharacterMedicalSupplyDestinationDrainCheckpointGcCoordinator.Corruption,0,0,,,existing domain commit/outbox terms nearby; no gameplay-outcome joint outbox,possible via existing transaction/outbox adapter; requires owner-specific proof,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,,Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainCheckpointGc.cs,
CharacterMentalInstabilityBurdenRequestedEvent,struct,Assets/Scripts/Services/Survival/DarkSurvivalModels.cs,30,pre-existing-runtime-candidate,4,관계·욕구·기분·생애·가족,NonResult,mutation request/command input; capture the resulting burden transition instead,NonResult,mutation request/command input; capture the resulting burden transition instead,N/A,excluded,mutation request/command input; capture the resulting burden transition instead,2,Assets/Scripts/Services/Combat/CharacterMedicalRuntime.cs:922:CharacterMedicalRuntime.CharacterInfectionBurdenReductionRequestedEvent | Assets/Scripts/Services/Combat/CharacterMedicalRuntime.cs:923:CharacterMedicalRuntime.CharacterMentalInstabilityBurdenRequestedEvent,1,1,actor,amount,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,,Assets/Scripts/Services/Combat/CharacterMedicalRuntime.cs | Assets/Scripts/Services/Survival/CharacterDeprivationRuntime.cs | Assets/Scripts/Services/Survival/DarkSurvivalModels.cs,
CharacterPrimitiveSurvivalCompletedEvent,struct,Assets/Scripts/Services/Survival/DarkSurvivalModels.cs,44,pre-existing-runtime-candidate,4,관계·욕구·기분·생애·가족,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"CharacterPrimitiveSurvivalCompletedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Survival/CharacterPrimitiveSurvivalRunner.cs:820:RunningPrimitiveAction.ItemQuantityReservationRequest,1,0,characterId | physicalItemCount,physicalItemCount,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,,Assets/Scripts/Services/Survival/DarkSurvivalModels.cs,
CharacterPrimitiveSurvivalStartedEvent,struct,Assets/Scripts/Services/Survival/DarkSurvivalModels.cs,64,pre-existing-runtime-candidate,4,관계·욕구·기분·생애·가족,NonResult,action start signal; capture completion/failure result,NonResult,action start signal; capture completion/failure result,N/A,excluded,action start signal; capture completion/failure result,1,Assets/Scripts/Services/Survival/CharacterPrimitiveSurvivalRunner.cs:170:RunningPrimitiveAction.CharacterPrimitiveSurvivalRunner,1,0,characterId,needValue,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,,Assets/Scripts/Services/Survival/DarkSurvivalModels.cs,
CharacterProficiencyAwardCommitReceipt,struct,Assets/Scripts/Services/Run/ObservedCareerLifeEventReceipts.cs,13,pre-existing-runtime-candidate,4,관계·욕구·기분·생애·가족,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"CharacterProficiencyAwardCommitReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs:235:CharacterNarrativeRuntime.CharacterNarrativeRuntime | Assets/Scripts/Services/Run/ObservedCareerLifeEventReceipts.cs:208:ObservedQuietPromotionLifeEventReceipt.ObservedQuietPromotionLifeEventReceipt,1,1,characterId,,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,,Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs | Assets/Scripts/Services/Run/V20ContentResolutionService.cs,Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs
CharacterTabooIncidentEvent,struct,Assets/Scripts/Models/Survival/Core/CharacterTabooIncidentEvent.cs,2,pre-existing-runtime-candidate,4,관계·욕구·기분·생애·가족,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"CharacterTabooIncidentEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Wildlife/WildlifeCarcassService.cs:527:WildlifeCarcassService.PhysicalItemTransformOutput,1,1,source | witnessLabel | witnessMood,,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,,Assets/Scripts/Services/Survival/CharacterDeprivationRuntime.cs,
CharacterWaterConsumedEvent,struct,Assets/Scripts/Models/Survival/Core/SurvivalPrimitives.cs,709,pre-existing-runtime-candidate,4,관계·욕구·기분·생애·가족,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"CharacterWaterConsumedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Survival/CharacterBreakdownActionRunner.cs:436:CharacterBreakdownActionRunner.CharacterBreakdownActionRunner | Assets/Scripts/Services/Survival/CharacterSafeReliefRunner.cs:648:CharacterSafeReliefRunner.<unknown>,2,1,characterId | sourceId,amount | quality,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,,Assets/Scripts/Models/Survival/Core/SurvivalPrimitives.cs | Assets/Scripts/Services/Character/PopulationHealthRuntime.cs | Assets/Scripts/Services/Survival/CharacterBreakdownActionRunner.cs | Assets/Scripts/Services/Survival/CharacterSafeReliefRunner.cs,
